Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
M,53,African American,College,50K -- 100K,East,City Hotel,2016-03-30,2016-04-01,2016-03-01,1,1,1,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,230
F,37,Latino,High-School,<25K,East,Resort,2016-05-02,2016-05-04,2015-10-20,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,190
F,26,caucasian,High-School,25K --50K,West,Airport Hotels,2016-05-02,2016-05-03,2015-10-19,1,1,1,HB,No,No,Refundable,Online,Yes,Check-In,Yes,20,112
F,25,caucasian,Grad,<25K,West,Airport Hotels,2016-03-10,2016-03-13,2016-01-21,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,189
M,57,Asian American,Grad,50K -- 100K,North,Airport Hotels,2016-05-02,2016-05-03,2015-10-19,2,2,0,HB,No,No,Non-Refundable,Online,No,Check-In,Yes,30,188
M,50,Asian American,College,>100K,East,Airport Hotels,2016-04-14,2016-04-15,2016-03-28,3,1,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,25,214
M,24,African American,College,50K -- 100K,East,Airport Hotels,2016-04-22,2016-04-23,2016-04-15,4,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,134
F,57,African American,Mid-School,25K --50K,East,Resort,2016-03-30,2016-04-01,2016-02-16,1,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,191
F,30,Latino,College,50K -- 100K,South,Airport Hotels,2016-05-02,2016-05-04,2015-10-20,3,2,0,HB,No,No,No Deposit,Direct,No,Check-In,No,0,155
M,54,caucasian,College,25K --50K,West,Resort,2016-04-15,2016-04-18,2015-10-04,2,2,0,HB,No,No,No Deposit,Direct,No,Check-In,No,0,123
F,37,caucasian,College,>100K,North,Resort,2016-04-21,2016-04-22,2015-10-08,3,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,221
F,51,caucasian,College,50K -- 100K,North,Airport Hotels,2016-05-02,2016-05-06,2015-10-22,3,3,2,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,181
F,38,African American,Mid-School,50K -- 100K,East,Airport Hotels,2016-03-30,2016-04-01,2016-03-01,5,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,221
M,40,caucasian,Mid-School,50K -- 100K,North,Resort,2016-04-18,2016-04-20,2016-04-01,1,2,0,HB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,218
M,38,Asian American,College,50K -- 100K,West,City Hotel,2016-03-29,2016-03-31,2015-10-05,2,2,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,187
M,67,Latino,Mid-School,25K --50K,West,Resort,2016-05-02,2016-05-04,2015-10-20,1,2,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,204
F,27,caucasian,Mid-School,25K --50K,East,City Hotel,2016-04-09,2016-04-11,2016-03-20,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,193
F,65,Latino,College,50K -- 100K,South,Airport Hotels,2015-10-29,2015-10-30,2015-04-26,2,1,1,BB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,20,123
M,59,African American,College,<25K,South,Resort,2015-10-29,2015-10-30,2015-04-26,2,1,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,217
F,45,caucasian,Mid-School,25K --50K,South,Airport Hotels,2015-10-29,2015-10-31,2015-04-27,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,205
M,58,Latino,Grad,25K --50K,East,City Hotel,2016-04-18,2016-04-19,2016-03-18,2,2,0,BB,No,No,No Deposit,Agent,No,Check-In,No,0,103
M,54,Latino,College,>100K,East,Airport Hotels,2016-05-07,2016-05-09,2015-11-20,2,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,5,217
M,34,Asian American,Grad,<25K,South,City Hotel,2016-04-15,2016-04-19,2016-02-24,2,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,103
F,44,caucasian,Grad,>100K,North,Airport Hotels,2016-04-18,2016-04-21,2016-03-20,1,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,15,186
M,27,caucasian,High-School,<25K,West,Resort,2016-02-03,2016-02-05,2015-06-04,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,173
F,18,caucasian,Grad,<25K,West,Resort,2016-05-07,2016-05-11,2015-11-20,4,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,106
M,21,Latino,Mid-School,25K --50K,West,Airport Hotels,2016-05-08,2016-05-09,2015-10-16,2,1,1,BB,No,No,Refundable,Direct,No,Check-In,Yes,5,157
F,70,Asian American,College,25K --50K,North,City Hotel,2016-05-12,2016-05-13,2015-09-01,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,237
M,55,Latino,Mid-School,50K -- 100K,West,Resort,2015-11-28,2015-12-01,2015-06-13,2,3,2,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,137
F,57,African American,High-School,50K -- 100K,East,Resort,2015-11-28,2015-11-29,2015-06-11,2,3,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,30,237
M,52,Asian American,College,<25K,West,City Hotel,2016-05-07,2016-05-10,2015-11-21,3,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,116
F,41,African American,High-School,50K -- 100K,West,Airport Hotels,2016-03-27,2016-03-29,2016-02-22,1,3,2,BB,No,No,Refundable,Direct,No,Check-In,No,0,210
F,52,Latino,High-School,>100K,South,Airport Hotels,2016-04-18,2016-04-21,2016-04-07,1,2,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,247
F,54,African American,Grad,25K --50K,South,Airport Hotels,2016-03-11,2016-03-12,2015-12-27,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,138
F,68,Asian American,College,50K -- 100K,East,Airport Hotels,2016-04-18,2016-04-19,2016-03-18,1,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,132
M,39,Asian American,Mid-School,25K --50K,North,Airport Hotels,2016-02-23,2016-02-24,2015-07-07,2,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,No,0,228
M,21,caucasian,High-School,<25K,South,Airport Hotels,2016-05-07,2016-05-08,2015-09-22,2,1,2,BB,No,No,Refundable,Online,No,Check-In,Yes,5,160
M,59,caucasian,Grad,>100K,North,Airport Hotels,2016-03-29,2016-03-30,2015-09-26,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,186
M,41,African American,College,25K --50K,North,Resort,2016-05-01,2016-05-03,2016-05-03,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,120
F,60,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,2016-05-01,2016-05-03,2016-04-30,1,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,105
M,48,Asian American,Grad,25K --50K,East,Resort,2016-05-04,2016-05-05,2015-10-19,3,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,238
M,68,African American,College,50K -- 100K,East,Resort,2016-05-04,2016-05-05,2015-10-19,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,232
F,51,Asian American,College,50K -- 100K,North,Airport Hotels,2016-05-04,2016-05-07,2015-10-21,3,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,20,156
M,35,Asian American,College,50K -- 100K,North,City Hotel,2016-04-18,2016-04-19,2015-10-03,3,2,0,HB,No,No,Refundable,Online,No,Check-In,Yes,10,173
M,49,Asian American,Grad,50K -- 100K,South,Resort,2016-04-09,2016-04-10,2015-09-24,1,3,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,158
M,25,Latino,Mid-School,25K --50K,East,Resort,2016-05-04,2016-05-05,2015-10-19,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,161
M,62,Asian American,Grad,<25K,East,City Hotel,2016-05-04,2016-05-06,2015-10-20,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,127
M,45,Latino,High-School,25K --50K,North,Resort,2016-04-09,2016-04-11,2015-09-25,1,1,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,5,239
F,24,Asian American,Grad,<25K,West,Resort,2016-04-09,2016-04-11,2015-09-25,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,146
F,54,Latino,Grad,>100K,West,Airport Hotels,2016-04-09,2016-04-13,2015-09-27,2,2,1,HB,No,No,No Deposit,Direct,No,Check-In,Yes,30,128
M,25,African American,High-School,>100K,South,Airport Hotels,2016-05-04,2016-05-05,2015-10-19,2,3,1,HB,Yes,No,Refundable,Agent,Yes,Check-In,Yes,40,128
M,18,African American,Grad,<25K,East,Airport Hotels,2016-05-04,2016-05-06,2015-10-20,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,203
F,34,African American,College,50K -- 100K,East,Resort,2016-04-19,2016-04-20,2015-10-04,5,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,181
F,32,caucasian,High-School,50K -- 100K,South,Resort,2016-04-09,2016-04-12,2015-09-26,3,1,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,25,111
M,66,Latino,College,25K --50K,South,City Hotel,2016-04-09,2016-04-10,2015-09-24,1,3,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,151
M,56,caucasian,College,<25K,South,City Hotel,2016-05-04,2016-05-07,2015-10-21,3,3,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,219
F,24,African American,Mid-School,>100K,West,Resort,2016-05-04,2016-05-05,2015-10-19,3,2,0,HB,No,No,No Deposit,Direct,No,Check-In,No,0,158
F,20,caucasian,College,50K -- 100K,South,City Hotel,2016-05-04,2016-05-06,2015-10-20,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,211
F,18,Asian American,College,<25K,North,Airport Hotels,2016-05-04,2016-05-07,2015-10-21,1,3,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,25,222
M,20,Asian American,College,25K --50K,North,Resort,2016-04-18,2016-04-19,2015-10-03,2,3,1,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,10,121
F,21,African American,College,<25K,West,Resort,2016-05-04,2016-05-05,2015-10-19,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,148
M,54,caucasian,College,50K -- 100K,West,Airport Hotels,2016-05-04,2016-05-06,2015-10-20,2,2,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,222
F,64,caucasian,College,25K --50K,South,City Hotel,2016-05-04,2016-05-05,2015-10-19,5,2,2,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,235
M,31,caucasian,High-School,<25K,South,City Hotel,2016-04-09,2016-04-11,2015-09-25,2,2,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,159
M,45,African American,Mid-School,25K --50K,South,City Hotel,2016-04-09,2016-04-10,2015-09-24,1,2,1,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,10,181
F,46,caucasian,College,>100K,South,Resort,2016-05-04,2016-05-07,2015-10-21,2,2,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,129
M,58,caucasian,Grad,25K --50K,North,Airport Hotels,2016-05-04,2016-05-07,2015-10-21,2,2,1,HB,Yes,No,Refundable,Direct,No,Check-In,Yes,5,234
M,22,caucasian,Mid-School,<25K,South,Airport Hotels,2016-05-04,2016-05-06,2015-10-20,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,206
F,48,caucasian,College,50K -- 100K,North,City Hotel,2016-04-09,2016-04-10,2015-09-24,1,2,1,HB,Yes,No,Refundable,Agent,No,Check-In,Yes,5,131
F,31,African American,College,25K --50K,South,Resort,2016-04-09,2016-04-10,2015-09-24,2,2,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,183
M,23,Latino,College,<25K,North,Resort,2016-05-04,2016-05-06,2015-10-20,4,2,1,HB,Yes,No,Refundable,Online,No,Check-In,Yes,25,108
F,41,Asian American,Mid-School,25K --50K,South,Resort,2016-05-04,2016-05-05,2015-10-19,2,2,0,HB,No,No,No Deposit,Agent,No,Check-In,No,0,183
F,28,Latino,Grad,<25K,South,Airport Hotels,2016-05-04,2016-05-07,2015-10-21,5,1,0,HB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,5,191
M,24,Asian American,College,50K -- 100K,North,Resort,2016-05-04,2016-05-06,2015-10-20,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,5,203
F,49,Asian American,Mid-School,25K --50K,South,City Hotel,2016-04-09,2016-04-10,2015-09-24,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,10,162
F,45,Latino,Grad,<25K,South,Resort,2016-04-09,2016-04-10,2015-09-24,2,1,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,25,172
M,48,African American,High-School,25K --50K,North,City Hotel,2016-05-04,2016-05-05,2015-10-19,2,2,1,HB,No,No,Refundable,Online,No,Check-In,Yes,15,161
M,58,caucasian,Grad,>100K,South,Airport Hotels,2016-05-04,2016-05-07,2015-10-21,1,1,0,HB,Yes,No,No Deposit,Direct,No,Check-In,Yes,10,158
F,63,Asian American,College,50K -- 100K,South,Resort,2016-05-04,2016-05-05,2015-10-19,5,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,10,236
F,42,African American,High-School,>100K,West,Resort,2016-05-04,2016-05-08,2015-10-22,2,3,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,225
M,20,African American,College,50K -- 100K,West,City Hotel,2016-05-04,2016-05-05,2015-10-19,3,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,205
F,49,African American,College,25K --50K,South,City Hotel,2016-04-09,2016-04-12,2015-09-26,1,2,0,HB,Yes,No,Refundable,Direct,No,Check-In,Yes,30,112
M,38,African American,High-School,<25K,South,Airport Hotels,2016-03-28,2016-03-30,2016-01-01,5,2,0,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,30,127
M,21,Latino,College,<25K,North,Resort,2016-04-29,2016-04-30,2016-04-24,3,2,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,25,131
F,57,caucasian,College,25K --50K,East,City Hotel,2016-03-18,2016-03-19,2016-02-03,5,2,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,148
M,25,African American,College,50K -- 100K,West,City Hotel,2016-04-28,2016-04-29,2016-04-24,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,204
M,19,caucasian,Mid-School,25K --50K,West,Resort,2016-05-06,2016-05-09,2015-10-07,3,2,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,107
F,40,African American,Grad,<25K,West,Resort,2016-05-08,2016-05-09,2015-10-19,1,2,0,BB,Yes,No,Non-Refundable,Online,Yes,Check-In,Yes,10,128
M,50,Latino,Grad,25K --50K,South,Resort,2016-04-15,2016-04-16,2016-01-27,2,3,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,40,131
F,20,Latino,High-School,<25K,South,Resort,2016-04-28,2016-04-30,2015-10-13,3,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,144
F,54,Latino,Grad,<25K,South,City Hotel,2016-02-03,2016-02-05,2015-08-02,1,1,0,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,No,0,154
F,48,African American,Mid-School,25K --50K,West,City Hotel,2016-03-04,2016-03-07,2015-12-30,5,3,0,BB,Yes,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,195
F,38,caucasian,Mid-School,50K -- 100K,South,City Hotel,2016-01-11,2016-01-12,2015-09-07,4,1,0,BB,Yes,No,Non-Refundable,Direct,Yes,Check-In,No,0,235
M,18,African American,Mid-School,50K -- 100K,South,Resort,2016-02-03,2016-02-04,2015-08-01,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,185
M,48,caucasian,High-School,<25K,South,Airport Hotels,2016-04-28,2016-05-02,2015-10-15,2,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,20,170
F,49,Asian American,Mid-School,50K -- 100K,North,Resort,2016-02-22,2016-02-24,2015-08-21,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,228
F,40,Latino,Mid-School,<25K,South,Airport Hotels,2016-02-09,2016-02-11,2015-10-25,2,2,0,BB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,10,146
M,23,Asian American,Grad,<25K,South,Resort,2016-05-12,2016-05-16,2015-10-28,2,3,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,5,153
M,62,Latino,College,25K --50K,West,City Hotel,2016-05-12,2016-05-14,2015-10-01,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,121
F,28,African American,College,25K --50K,South,Airport Hotels,2016-05-10,2016-05-13,2015-11-07,1,2,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,156
M,44,caucasian,Mid-School,25K --50K,West,City Hotel,2016-05-10,2016-05-13,2015-07-30,4,1,2,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,230
M,40,Latino,Grad,50K -- 100K,North,City Hotel,2016-02-12,2016-02-15,2015-10-30,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,175
F,47,caucasian,College,50K -- 100K,West,City Hotel,2016-02-12,2016-02-13,2015-10-28,2,1,0,BB,No,No,Refundable,Direct,No,Check-In,No,0,176
M,19,caucasian,College,<25K,South,City Hotel,2016-05-10,2016-05-11,2015-11-05,1,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,156
M,68,caucasian,Mid-School,50K -- 100K,East,Airport Hotels,2016-05-10,2016-05-11,2015-07-28,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,151
M,32,Latino,Mid-School,<25K,South,Airport Hotels,2016-04-30,2016-05-01,2016-02-17,1,3,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,10,201
M,60,caucasian,High-School,25K --50K,South,Resort,2016-04-22,2016-04-25,2015-12-18,2,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,40,172
M,61,Latino,College,>100K,East,City Hotel,2016-05-03,2016-05-05,2016-03-17,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,158
F,20,Asian American,Mid-School,25K --50K,North,City Hotel,2016-02-22,2016-02-23,2015-11-14,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,146
F,43,Asian American,High-School,25K --50K,North,City Hotel,2016-04-29,2016-05-01,2016-04-19,3,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,20,139
F,25,Asian American,College,25K --50K,North,Airport Hotels,2016-04-29,2016-05-02,2016-04-20,2,2,1,BB,No,No,Refundable,Online,Yes,Check-In,No,0,181
M,50,Asian American,Grad,25K --50K,South,Airport Hotels,2016-05-08,2016-05-12,2015-11-06,4,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,188
M,30,caucasian,College,>100K,West,Resort,2016-04-16,2016-04-17,2016-03-29,2,2,1,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,25,183
F,54,Asian American,College,<25K,South,City Hotel,2016-04-26,2016-04-27,2015-12-08,3,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,145
M,67,Asian American,Mid-School,25K --50K,South,Airport Hotels,2016-05-03,2016-05-07,2015-11-30,3,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,182
M,69,African American,Grad,>100K,North,Airport Hotels,2016-04-07,2016-04-08,2016-02-23,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,202
M,69,caucasian,Mid-School,50K -- 100K,North,City Hotel,2016-05-09,2016-05-10,2015-10-14,1,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,5,107
M,25,Latino,Grad,50K -- 100K,North,Airport Hotels,2016-02-02,2016-02-03,2015-08-23,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,179
M,50,caucasian,College,<25K,West,Airport Hotels,2016-05-09,2016-05-12,2015-11-05,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,146
F,35,caucasian,High-School,<25K,North,Airport Hotels,2016-05-09,2016-05-12,2015-10-16,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,144
M,38,caucasian,Grad,<25K,North,City Hotel,2016-02-24,2016-02-25,2015-12-16,3,3,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,148
M,57,caucasian,College,<25K,South,Resort,2016-05-09,2016-05-10,2015-10-14,4,1,0,BB,Yes,No,No Deposit,Agent,No,Check-In,No,0,216
M,41,Latino,College,50K -- 100K,South,City Hotel,2016-05-12,2016-05-13,2015-09-03,5,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,181
F,46,Asian American,Grad,50K -- 100K,East,Airport Hotels,2016-04-30,2016-05-01,2016-01-09,3,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,25,217
M,55,caucasian,College,<25K,East,Resort,2016-05-12,2016-05-13,2015-09-03,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,183
M,65,Latino,Grad,>100K,South,Resort,2016-01-22,2016-01-24,2015-08-23,5,1,1,BB,Yes,No,Non-Refundable,Online,No,Check-In,No,0,179
M,18,African American,Grad,25K --50K,South,Airport Hotels,2016-05-06,2016-05-08,2015-08-30,2,2,0,BB,Yes,No,Refundable,Online,No,Check-In,No,0,119
F,24,African American,Grad,25K --50K,West,City Hotel,2016-05-05,2016-05-06,2016-05-04,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,175
M,57,Asian American,High-School,<25K,North,Airport Hotels,2016-05-06,2016-05-07,2016-05-07,1,3,1,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,No,0,115
M,28,Asian American,College,<25K,North,Resort,2016-04-22,2016-04-23,2015-11-22,1,2,0,BB,Yes,No,Refundable,Online,No,Check-In,Yes,25,162
F,27,Asian American,College,<25K,East,Resort,2016-02-29,2016-03-01,2015-12-11,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,219
M,30,caucasian,College,50K -- 100K,South,City Hotel,2016-01-05,2016-01-07,2015-07-26,2,2,0,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,10,234
M,20,caucasian,Grad,<25K,West,City Hotel,2016-02-25,2016-02-27,2015-12-18,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,136
M,40,Latino,Grad,50K -- 100K,West,City Hotel,2016-03-23,2016-03-24,2016-02-09,1,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,248
M,61,caucasian,Grad,>100K,West,Resort,2016-04-22,2016-04-26,2016-04-07,2,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,210
M,32,Asian American,College,50K -- 100K,East,Resort,2016-03-04,2016-03-05,2015-12-30,3,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,222
F,42,Asian American,Grad,<25K,South,City Hotel,2016-04-12,2016-04-13,2016-03-08,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,110
F,37,African American,High-School,25K --50K,North,Resort,2016-05-13,2016-05-14,2015-05-26,3,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,25,194
F,58,Asian American,Grad,25K --50K,South,City Hotel,2015-12-26,2015-12-28,2015-07-07,3,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,233
M,29,Asian American,Mid-School,25K --50K,South,City Hotel,2016-01-12,2016-01-15,2015-09-18,2,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,40,211
M,53,caucasian,College,25K --50K,South,Resort,2016-02-25,2016-02-29,2015-12-11,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,160
F,55,Asian American,College,25K --50K,West,Resort,2016-05-13,2016-05-15,2015-08-29,3,1,1,BB,No,No,Refundable,Agent,No,Check-In,Yes,10,120
M,18,caucasian,Mid-School,>100K,North,Airport Hotels,2016-04-03,2016-04-07,2016-02-09,4,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,169
F,42,Asian American,Mid-School,>100K,West,City Hotel,2016-05-14,2016-05-15,2015-11-18,3,2,0,BB,Yes,Yes,No Deposit,Online,No,Check-In,No,0,145
F,46,caucasian,Grad,50K -- 100K,South,City Hotel,2016-05-02,2016-05-03,2016-03-29,4,3,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,105
M,32,Latino,College,25K --50K,North,Resort,2016-03-16,2016-03-19,2016-01-25,5,1,0,HB,No,No,No Deposit,Agent,No,Check-In,No,0,233
F,29,Latino,College,<25K,North,Resort,2016-04-19,2016-04-20,2016-03-02,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,5,228
M,42,African American,Grad,25K --50K,South,City Hotel,2016-04-11,2016-04-14,2015-12-14,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,213
F,18,caucasian,Mid-School,<25K,South,Resort,2016-01-11,2016-01-12,2015-09-15,1,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,231
M,26,Asian American,High-School,>100K,North,Resort,2016-05-04,2016-05-05,2016-01-31,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,165
M,67,caucasian,College,>100K,East,City Hotel,2016-02-24,2016-02-25,2015-12-07,5,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,181
M,56,Latino,High-School,<25K,South,Resort,2016-03-28,2016-03-29,2015-12-31,1,2,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,5,187
M,63,African American,College,25K --50K,North,Resort,2016-05-14,2016-05-15,2015-08-27,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,208
M,35,African American,High-School,<25K,South,City Hotel,2016-05-14,2016-05-17,2015-09-28,3,1,1,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,5,127
M,25,Asian American,Grad,<25K,East,Airport Hotels,2016-04-29,2016-05-02,2016-04-16,3,1,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,25,236
F,60,Asian American,High-School,25K --50K,North,City Hotel,2016-03-14,2016-03-17,2016-01-02,2,1,1,BB,Yes,No,Refundable,Direct,No,Check-In,Yes,40,150
M,51,Latino,College,25K --50K,North,City Hotel,2016-05-14,2016-05-15,2015-09-26,1,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,25,225
F,46,African American,High-School,50K -- 100K,North,Airport Hotels,2016-05-04,2016-05-06,2016-02-15,3,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,217
M,66,African American,High-School,50K -- 100K,North,City Hotel,2016-05-14,2016-05-18,2015-09-25,2,3,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,199
